product_id,name,category,price,stock,rating,on_sale
58,Thing 58,Electronics,43.5,48,4.2,True
59,Gadget 59,Home,251.48,117,2.0,False
60,Thing 60,Toys,236.45,13,2.2,False
61,Product 61,Sports,367.43,34,1.3,False
62,Product 62,Toys,113.73,106,2.6,False
63,Item 63,Electronics,58.32,70,3.7,False
64,Item 64,Home,137.74,141,1.8,True
65,Device 65,Books,245.73,128,4.9,False
66,Gadget 66,Sports,337.38,41,4.6,True
67,Product 67,Beauty,305.27,199,4.6,False
68,Device 68,Home,178.44,13,1.2,False
69,Gadget 69,Books,35.11,115,2.7,True
70,Gadget 70,Sports,208.45,16,4.1,False
71,Object 71,Toys,370.89,29,3.8,False
72,Item 72,Beauty,454.85,99,1.1,True
73,Gadget 73,Books,309.52,76,1.8,False
74,Item 74,Clothing,380.59,175,2.3,False
75,Device 75,Home,283.22,127,1.6,True
76,Widget 76,Books,387.96,28,2.7,True
77,Thing 77,Clothing,172.93,92,2.1,False
78,Widget 78,Books,49.5,24,1.6,True
79,Gadget 79,Toys,190.26,186,2.5,False
80,Item 80,Electronics,338.67,149,4.1,False
81,Item 81,Home,87.3,179,4.0,True
82,Device 82,Home,404.8,3,1.9,False
83,Item 83,Home,107.55,168,2.4,False
84,Device 84,Sports,287.63,63,1.9,False
85,Object 85,Beauty,124.6,87,3.6,True
86,Thing 86,Books,127.95,195,3.9,False
87,Thing 87,Toys,408.48,92,1.5,False
88,Thing 88,Clothing,294.55,80,4.1,True
89,Product 89,Electronics,362.31,190,1.5,False
90,Widget 90,Books,197.67,140,2.9,False
91,Product 91,Toys,492.44,114,2.7,True
92,Widget 92,Clothing,147.64,117,2.7,False
93,Device 93,Books,242.59,158,1.5,False
94,Item 94,Electronics,323.37,108,4.4,False
95,Widget 95,Beauty,173.04,130,1.6,True
96,Device 96,Home,221.58,59,2.4,True
97,Thing 97,Electronics,264.05,129,4.5,False
98,Widget 98,Toys,345.87,163,2.0,False
99,Gadget 99,Beauty,123.6,28,4.2,False
100,Object 100,Books,470.26,121,4.2,False
101,Widget 101,Toys,469.16,71,1.6,False
102,Device 102,Books,275.42,140,5.0,False
103,Thing 103,Books,178.81,109,3.3,True
104,Product 104,Toys,226.42,23,2.1,True
105,Thing 105,Beauty,453.48,106,3.5,True
106,Item 106,Electronics,409.04,175,1.8,True
107,Item 107,Toys,306.79,94,1.6,False
108,Device 108,Electronics,395.47,34,4.4,False
109,Object 109,Toys,340.12,111,1.2,True
110,Product 110,Home,153.34,180,1.4,False
111,Item 111,Beauty,163.95,182,2.1,True
112,Widget 112,Beauty,121.24,200,2.7,True
113,Widget 113,Books,472.5,188,1.0,False
114,Thing 114,Beauty,89.5,101,3.9,True
115,Gadget 115,Books,224.42,56,3.5,False
116,Gadget 116,Electronics,429.74,57,3.7,False
117,Thing 117,Sports,19.13,176,3.4,True
118,Device 118,Sports,62.44,98,2.6,False
119,Product 119,Home,335.98,106,1.1,False
120,Thing 120,Books,446.82,94,4.4,True
121,Object 121,Books,108.1,4,4.5,True
122,Object 122,Beauty,328.83,106,3.9,False
123,Thing 123,Toys,482.63,200,1.9,True
124,Thing 124,Electronics,390.94,150,3.8,False
125,Product 125,Home,259.1,23,2.4,False
126,Thing 126,Clothing,79.27,32,2.2,False
127,Object 127,Books,393.49,39,3.2,False
128,Widget 128,Beauty,137.89,25,1.7,True
129,Item 129,Home,45.3,8,1.8,True
130,Device 130,Home,226.52,120,1.2,True
131,Item 131,Home,123.08,11,2.8,True
132,Thing 132,Home,271.29,133,1.9,False
133,Object 133,Toys,21.44,158,3.2,True
134,Object 134,Electronics,134.23,90,2.2,True
135,Thing 135,Home,479.74,152,4.7,False
136,Device 136,Beauty,86.78,196,4.7,False
137,Thing 137,Toys,133.23,168,2.0,True
138,Gadget 138,Clothing,206.4,1,2.7,False
139,Device 139,Sports,487.84,149,2.0,True
140,Thing 140,Books,474.55,175,2.2,True
141,Thing 141,Clothing,304.82,75,1.8,False
142,Item 142,Books,447.44,199,4.7,False
143,Device 143,Toys,201.34,71,2.0,False
144,Thing 144,Toys,74.64,145,1.4,True
145,Thing 145,Home,34.56,21,2.2,False
146,Device 146,Clothing,442.06,17,3.5,False
147,Thing 147,Clothing,60.02,90,1.7,True
148,Gadget 148,Books,125.28,140,4.3,False
149,Object 149,Sports,377.91,62,3.9,False
150,Product 150,Electronics,264.5,83,4.1,False
151,Product 151,Home,377.42,54,4.0,False
152,Device 152,Beauty,199.98,124,1.2,True
153,Device 153,Books,448.3,199,4.6,False
154,Thing 154,Clothing,249.1,34,3.1,True
155,Item 155,Books,228.28,143,3.9,False
156,Object 156,Toys,219.72,112,1.3,False
157,Device 157,Clothing,155.92,89,2.1,False
158,Gadget 158,Clothing,129.71,96,2.3,True
159,Device 159,Electronics,480.44,112,1.7,True
160,Item 160,Books,362.23,168,1.2,False
161,Item 161,Beauty,411.95,32,2.2,False
162,Thing 162,Sports,84.77,118,3.0,False
163,Gadget 163,Books,112.31,137,4.1,False
164,Widget 164,Books,383.57,95,4.8,False
165,Device 165,Electronics,198.69,19,1.5,True
166,Device 166,Clothing,287.65,155,1.5,False
167,Product 167,Clothing,154.81,124,2.6,True
168,Item 168,Books,332.99,41,3.3,True
169,Item 169,Clothing,344.07,20,2.5,False
170,Widget 170,Clothing,169.41,194,5.0,False
171,Gadget 171,Toys,461.77,40,4.5,True
172,Item 172,Electronics,115.42,15,4.9,False
173,Item 173,Toys,66.05,62,4.0,False
174,Thing 174,Toys,424.37,32,1.2,True
175,Product 175,Sports,306.33,8,1.8,True
176,Product 176,Sports,223.35,119,3.5,False
177,Gadget 177,Toys,439.08,156,2.7,True
178,Gadget 178,Clothing,181.75,80,4.0,True
179,Product 179,Clothing,11.75,162,4.4,False
180,Object 180,Sports,278.53,18,4.0,True
181,Device 181,Clothing,463.69,185,1.5,True
182,Widget 182,Sports,385.93,18,1.3,True
183,Widget 183,Home,124.21,160,4.4,False
184,Product 184,Beauty,7.04,197,1.2,True
185,Object 185,Clothing,238.03,140,1.7,True
186,Item 186,Toys,293.17,106,4.3,False
187,Thing 187,Beauty,246.63,54,2.3,True
188,Gadget 188,Electronics,366.59,146,2.9,False
189,Thing 189,Home,67.62,200,2.1,True
190,Gadget 190,Home,361.53,12,4.6,False
191,Device 191,Books,141.09,27,2.1,False
192,Gadget 192,Electronics,100.0,116,3.8,True
193,Widget 193,Toys,240.97,84,3.3,False
194,Product 194,Toys,463.62,44,2.9,False
195,Widget 195,Home,210.67,145,4.4,False
196,Widget 196,Electronics,44.96,45,1.9,True
197,Thing 197,Sports,246.78,15,3.0,False
198,Item 198,Clothing,341.84,97,3.2,True
199,Widget 199,Electronics,217.29,63,2.2,True
200,Product 200,Books,468.81,153,1.2,False
201,Gadget 201,Sports,192.86,8,3.7,True
202,Object 202,Toys,6.99,199,2.2,False
203,Widget 203,Electronics,258.93,135,3.7,True
204,Item 204,Home,321.5,166,1.1,False
205,Widget 205,Toys,296.11,65,2.8,False
206,Gadget 206,Toys,437.6,2,4.6,False
207,Device 207,Sports,224.99,170,4.5,False
208,Product 208,Beauty,70.85,193,4.6,False
209,Gadget 209,Books,397.67,23,3.7,False
210,Product 210,Books,198.03,130,2.3,False
211,Gadget 211,Clothing,143.3,178,3.2,False
212,Widget 212,Toys,44.44,114,4.6,True
213,Gadget 213,Clothing,241.21,78,1.5,True
214,Gadget 214,Clothing,26.8,191,2.0,False
215,Object 215,Beauty,94.21,145,3.1,False
216,Device 216,Sports,303.2,154,3.6,False
217,Gadget 217,Home,347.59,157,2.6,False
218,Device 218,Toys,47.04,194,2.9,True
219,Widget 219,Toys,175.2,122,2.9,False
220,Thing 220,Sports,207.08,40,3.8,True
221,Object 221,Toys,244.91,81,3.9,False
222,Widget 222,Sports,361.51,63,4.5,False
223,Device 223,Beauty,369.77,131,2.2,True
224,Widget 224,Toys,499.25,184,4.0,False
225,Item 225,Home,358.38,112,3.1,True
226,Product 226,Electronics,18.8,188,3.8,True
227,Thing 227,Books,170.4,36,1.1,True
228,Device 228,Sports,43.9,56,3.4,True
229,Product 229,Books,491.63,36,3.9,False
230,Object 230,Electronics,401.49,12,1.2,False
231,Thing 231,Beauty,497.71,115,1.3,True
232,Device 232,Toys,317.88,71,3.3,False
233,Widget 233,Clothing,498.45,108,2.0,False
234,Widget 234,Toys,202.07,79,4.8,True
235,Widget 235,Clothing,402.27,63,1.7,True
236,Item 236,Electronics,375.89,148,1.4,False
237,Thing 237,Electronics,382.21,18,2.9,False
238,Gadget 238,Sports,400.83,31,3.8,True
239,Item 239,Electronics,198.02,42,2.8,True
240,Device 240,Toys,347.47,200,3.7,True
241,Device 241,Home,213.72,101,1.8,True
242,Item 242,Electronics,72.51,142,2.3,False
243,Widget 243,Books,408.25,168,1.1,True
244,Product 244,Beauty,379.6,163,4.8,True
245,Device 245,Books,377.17,159,1.1,True
246,Thing 246,Electronics,364.71,80,1.7,False
247,Product 247,Beauty,157.57,135,3.6,False
248,Item 248,Books,256.22,24,3.1,True
249,Object 249,Toys,375.85,138,3.6,True
250,Item 250,Electronics,248.25,56,4.6,False
251,Thing 251,Beauty,50.71,89,4.6,False
252,Device 252,Sports,460.94,17,4.3,True
253,Device 253,Sports,409.96,154,3.7,True
254,Widget 254,Toys,441.44,9,2.3,True
255,Item 255,Clothing,85.93,159,2.2,True
256,Gadget 256,Clothing,11.52,104,2.5,False
257,Item 257,Home,223.68,81,4.6,True
258,Item 258,Sports,426.32,130,4.3,False
259,Thing 259,Toys,449.89,48,1.1,False
260,Thing 260,Beauty,46.61,86,1.9,True
261,Item 261,Sports,38.16,74,2.7,False
262,Product 262,Beauty,168.01,77,1.7,False
263,Device 263,Beauty,327.28,12,3.1,True
264,Item 264,Electronics,93.53,141,4.7,False
265,Gadget 265,Electronics,497.57,145,3.1,False
266,Device 266,Electronics,352.13,109,2.8,False
267,Widget 267,Toys,50.28,17,1.7,True
268,Widget 268,Home,99.44,187,2.4,True
269,Thing 269,Books,392.28,22,3.1,True
270,Object 270,Toys,240.13,189,3.4,False
271,Gadget 271,Beauty,366.44,193,3.3,False
272,Widget 272,Home,178.78,197,4.3,False
273,Device 273,Clothing,47.34,150,4.4,True
274,Object 274,Toys,369.73,136,3.8,True
275,Widget 275,Beauty,418.77,26,2.3,False
276,Thing 276,Home,200.81,167,2.6,False
277,Object 277,Toys,25.01,93,1.4,False
278,Widget 278,Home,28.26,176,2.1,True
279,Gadget 279,Books,452.56,78,1.3,True
280,Product 280,Sports,103.79,122,1.7,True
281,Gadget 281,Home,50.21,187,2.1,True
282,Product 282,Sports,433.53,184,2.5,False
283,Thing 283,Toys,157.13,102,4.0,False
284,Object 284,Electronics,467.27,162,4.9,False
285,Gadget 285,Sports,175.46,198,2.6,False
286,Product 286,Clothing,23.83,41,3.7,False
287,Device 287,Electronics,77.6,200,2.0,True
288,Widget 288,Electronics,426.39,128,4.4,True
289,Product 289,Electronics,178.65,117,4.8,False
290,Product 290,Clothing,318.95,174,4.5,True
291,Device 291,Home,293.02,74,3.3,False
292,Thing 292,Electronics,208.83,158,2.2,True
293,Item 293,Beauty,235.65,103,4.8,True
294,Product 294,Beauty,222.27,11,1.3,False
295,Item 295,Clothing,460.17,83,2.9,False
296,Thing 296,Clothing,388.89,187,1.5,True
297,Product 297,Books,446.33,9,3.5,False
298,Device 298,Clothing,428.46,160,2.1,True
299,Widget 299,Sports,337.46,177,3.3,True
300,Product 300,Sports,362.94,133,1.1,False
301,Gadget 301,Toys,465.23,166,4.6,True
302,Gadget 302,Beauty,123.33,173,4.5,True
303,Gadget 303,Sports,264.27,135,1.3,False
304,Widget 304,Home,300.2,25,3.4,False
305,Item 305,Home,239.63,144,1.2,False
306,Item 306,Beauty,82.64,200,4.0,False
307,Device 307,Electronics,252.74,166,2.1,False
308,Gadget 308,Books,156.61,14,4.4,False
309,Thing 309,Sports,240.22,74,2.1,True
310,Item 310,Electronics,453.83,57,3.5,True
311,Object 311,Home,63.4,50,1.4,True
312,Object 312,Clothing,465.85,152,2.4,True
313,Object 313,Home,69.72,118,1.0,False
314,Product 314,Books,192.55,71,2.8,False
315,Product 315,Books,414.19,65,1.3,False
316,Widget 316,Books,149.16,31,3.7,True
317,Object 317,Toys,103.33,26,4.8,True
318,Widget 318,Clothing,246.9,61,4.6,False
319,Product 319,Books,214.67,56,2.3,False
320,Gadget 320,Sports,483.8,118,4.2,True
321,Object 321,Sports,28.37,142,4.1,False
322,Device 322,Beauty,402.21,53,1.9,False
323,Thing 323,Beauty,37.93,166,3.0,False
324,Gadget 324,Beauty,160.24,130,1.2,False
325,Thing 325,Beauty,82.77,51,1.0,False
326,Object 326,Toys,236.04,58,4.7,False
327,Object 327,Books,58.01,159,2.1,True
328,Object 328,Toys,24.58,1,2.8,False
329,Device 329,Sports,285.84,155,1.3,False
330,Widget 330,Sports,184.83,8,3.0,True
331,Gadget 331,Sports,120.87,93,3.6,True
332,Object 332,Home,242.64,141,4.0,False
333,Item 333,Toys,400.44,186,1.2,True
334,Thing 334,Beauty,306.45,137,4.4,False
335,Item 335,Books,196.38,131,4.3,False
336,Gadget 336,Electronics,109.23,98,3.1,False
337,Gadget 337,Books,309.61,175,2.3,True
338,Gadget 338,Home,269.51,24,4.7,True
339,Widget 339,Home,190.29,47,4.9,False
340,Product 340,Clothing,199.0,108,2.2,True
341,Widget 341,Books,134.65,184,3.9,False
342,Widget 342,Sports,380.64,151,4.9,False
343,Widget 343,Books,47.29,49,3.6,False
344,Item 344,Sports,89.59,64,1.7,False
345,Thing 345,Books,139.95,79,4.7,True
346,Product 346,Beauty,484.14,114,2.8,True
347,Item 347,Beauty,51.72,117,1.2,True
348,Object 348,Beauty,160.2,43,4.3,True
349,Gadget 349,Sports,50.74,59,1.7,False
350,Device 350,Home,387.08,121,3.2,False
351,Thing 351,Toys,142.57,189,1.1,False
352,Product 352,Home,81.79,147,1.8,False
353,Thing 353,Beauty,83.26,49,3.9,False
354,Thing 354,Toys,151.83,35,2.7,True
355,Object 355,Electronics,46.4,52,2.8,False
356,Gadget 356,Home,205.25,34,1.2,False
357,Gadget 357,Toys,214.35,111,3.3,True
358,Thing 358,Clothing,224.28,161,1.9,True
359,Thing 359,Books,319.54,44,3.4,False
360,Gadget 360,Toys,406.57,185,4.1,True
361,Thing 361,Clothing,70.44,94,1.1,False
362,Gadget 362,Sports,17.27,112,2.5,True
363,Device 363,Electronics,176.13,29,4.0,False
364,Device 364,Toys,351.51,62,4.3,False
365,Gadget 365,Electronics,485.55,34,4.3,True
366,Device 366,Toys,186.96,6,2.8,False
367,Widget 367,Beauty,92.17,155,3.1,True
368,Object 368,Books,405.36,144,1.7,True
369,Gadget 369,Beauty,84.22,30,2.0,True
370,Thing 370,Beauty,486.91,72,2.3,False
371,Object 371,Clothing,309.11,151,5.0,True
372,Product 372,Sports,57.07,198,2.3,False
373,Item 373,Electronics,19.42,160,3.4,False
374,Thing 374,Books,395.03,36,2.0,False
375,Thing 375,Beauty,190.07,2,1.9,False
376,Gadget 376,Beauty,125.65,155,1.5,False
377,Device 377,Beauty,65.73,195,4.8,True
378,Widget 378,Home,153.58,145,4.2,True
379,Item 379,Home,381.32,142,5.0,False
380,Thing 380,Sports,315.86,199,1.8,True
381,Device 381,Home,444.9,131,1.7,True
382,Item 382,Home,419.88,36,3.1,True
383,Item 383,Beauty,326.61,130,3.2,False
384,Object 384,Books,323.06,77,2.6,False
385,Product 385,Clothing,76.63,112,4.2,False
386,Device 386,Clothing,109.6,129,4.6,True
387,Item 387,Toys,136.2,96,4.2,True
388,Gadget 388,Clothing,411.12,100,2.2,True
389,Product 389,Electronics,279.15,93,1.8,True
390,Gadget 390,Beauty,292.57,119,3.0,True
391,Product 391,Toys,78.07,54,2.5,True
392,Widget 392,Clothing,324.0,44,1.0,True
393,Gadget 393,Beauty,230.5,80,4.5,False
394,Product 394,Sports,212.66,44,3.4,True
395,Item 395,Electronics,307.41,21,3.8,True
396,Device 396,Clothing,277.79,146,1.1,True
397,Thing 397,Toys,226.87,23,3.2,False
398,Device 398,Electronics,254.29,66,4.9,True
399,Object 399,Home,356.61,178,4.3,True
400,Thing 400,Clothing,483.29,148,4.4,True
401,Gadget 401,Beauty,434.58,171,1.6,False
402,Gadget 402,Sports,335.1,148,3.2,True
403,Gadget 403,Sports,117.42,108,2.7,True
404,Item 404,Toys,259.35,135,2.8,False
405,Widget 405,Toys,394.71,100,2.6,True
406,Item 406,Home,170.17,134,3.7,True
407,Object 407,Clothing,166.48,111,3.8,False
408,Item 408,Toys,475.09,136,2.5,True
409,Thing 409,Electronics,102.4,80,4.2,True
410,Object 410,Clothing,151.35,36,1.8,False
411,Item 411,Home,255.52,177,2.0,True
412,Gadget 412,Beauty,107.14,13,4.9,True
413,Gadget 413,Beauty,262.95,75,4.5,False
414,Thing 414,Home,145.46,127,2.7,True
415,Widget 415,Toys,474.72,142,2.3,True
416,Widget 416,Home,378.44,158,3.4,True
417,Object 417,Beauty,105.9,23,4.4,True
418,Device 418,Electronics,393.39,146,4.5,False
419,Gadget 419,Electronics,304.06,34,1.0,True
420,Device 420,Home,428.12,180,2.8,False
421,Item 421,Home,179.07,49,1.1,True
422,Device 422,Books,349.05,185,3.7,False
423,Item 423,Books,7.15,55,4.8,True
424,Device 424,Books,23.61,61,2.2,True
425,Item 425,Sports,208.98,95,1.3,False
426,Widget 426,Beauty,373.45,199,1.9,False
427,Item 427,Toys,147.01,154,1.1,True
428,Product 428,Sports,52.71,24,1.9,True
429,Item 429,Toys,290.33,118,4.4,True
430,Gadget 430,Books,273.06,31,4.4,False
431,Widget 431,Electronics,492.59,136,3.4,False
432,Device 432,Electronics,65.7,38,1.6,True
433,Gadget 433,Books,486.99,36,1.5,False
434,Device 434,Books,185.58,97,2.1,True
435,Product 435,Toys,249.34,30,1.0,False
436,Thing 436,Books,359.49,81,1.3,True
437,Gadget 437,Toys,481.51,77,4.0,False
438,Object 438,Books,421.14,13,1.9,True
439,Object 439,Books,109.54,49,4.2,False
440,Item 440,Clothing,92.83,21,2.8,False
441,Product 441,Books,410.32,67,4.7,True
442,Object 442,Beauty,392.35,22,1.3,False
443,Thing 443,Toys,265.23,153,4.5,False
444,Gadget 444,Toys,250.41,33,3.4,False
445,Object 445,Home,350.83,153,3.8,True
446,Product 446,Toys,317.95,114,1.8,True
447,Product 447,Home,465.81,159,1.9,True
448,Object 448,Electronics,77.04,126,3.5,False
449,Object 449,Home,309.19,110,2.7,True
450,Gadget 450,Clothing,354.82,49,3.0,True
451,Object 451,Electronics,216.79,123,2.5,False
452,Item 452,Home,129.47,29,1.3,True
453,Product 453,Home,292.87,39,3.9,False
454,Widget 454,Clothing,415.31,108,4.2,True
455,Product 455,Clothing,322.43,156,1.2,True
456,Gadget 456,Books,456.99,195,1.5,True
457,Object 457,Books,13.12,66,4.8,False
458,Item 458,Home,369.05,132,4.8,True
459,Object 459,Electronics,115.37,136,3.8,True
460,Product 460,Clothing,71.99,199,3.5,True
461,Item 461,Beauty,33.22,161,2.6,True
462,Item 462,Sports,138.17,164,3.4,False
463,Thing 463,Toys,140.59,63,3.8,True
464,Widget 464,Home,421.74,125,1.6,False
465,Widget 465,Clothing,438.99,31,3.2,False
466,Gadget 466,Electronics,385.86,175,1.3,True
467,Product 467,Sports,338.17,108,4.7,False
468,Device 468,Books,51.57,171,4.5,True
469,Gadget 469,Books,147.53,147,5.0,True
470,Object 470,Electronics,169.6,5,1.4,True
471,Item 471,Beauty,23.91,69,5.0,True
472,Thing 472,Electronics,265.75,14,1.9,False
473,Object 473,Books,444.44,149,3.4,True
474,Thing 474,Electronics,412.57,146,3.6,True
475,Product 475,Home,312.55,108,1.0,False
476,Object 476,Books,102.45,66,4.0,True
477,Item 477,Sports,77.85,177,2.9,True
478,Device 478,Clothing,54.2,35,4.7,False
479,Thing 479,Sports,466.87,67,1.4,True
480,Product 480,Clothing,373.93,116,2.5,False
481,Item 481,Toys,483.18,92,2.2,False
482,Product 482,Home,371.77,152,2.1,True
483,Product 483,Toys,412.48,0,4.3,False
484,Thing 484,Clothing,138.45,62,4.8,False
485,Widget 485,Clothing,471.92,176,3.3,False
486,Object 486,Toys,493.05,124,1.5,False
487,Gadget 487,Toys,17.22,148,2.3,True
488,Widget 488,Home,492.24,176,4.6,False
489,Gadget 489,Electronics,152.53,11,4.1,False
490,Thing 490,Books,298.38,182,3.8,True
491,Thing 491,Home,295.01,50,1.4,False
492,Thing 492,Toys,19.73,79,4.5,False
493,Thing 493,Beauty,321.87,166,2.0,False
494,Product 494,Clothing,162.13,194,3.0,True
495,Product 495,Electronics,440.68,39,4.5,False
496,Thing 496,Beauty,35.24,104,4.8,True
497,Thing 497,Electronics,464.32,123,4.3,False
498,Device 498,Electronics,270.01,6,4.8,False
499,Widget 499,Toys,141.51,158,2.7,True
500,Item 500,Sports,337.95,35,4.4,False
